,tourney_name,tourney_date,round,minutes,score,winner_name,loser_name,NBI,comeback_score,avg_set_margin,tiebreaks_count,lead_changes,bp_saved_ratio,bp_total
319,Roland Garros,20160523,SF,155.0,6-4 6-2 4-6 6-2,Andy Murray,Stan Wawrinka,0.3262065183983608,0,3.0,0,2,0.7,20.0
320,Australian Open,19801226,SF,140.8,6-7 7-5 6-3 6-4,Brian Teacher,Peter McNamara,0.32601153632715785,0,2.0,0,1,0.625,0.0
321,Australian Open,19841126,F,140.8,6-7 6-4 7-6 6-2,Mats Wilander,Kevin Curren,0.32601153632715785,0,2.0,0,1,0.625,0.0
322,Australian Open,19721226,F,131.20000000000002,6-3 6-7 7-5 6-1,John Newcombe,Onny Parun,0.3244863079484333,0,2.75,0,2,0.625,0.0
323,Australian Open,20150119,SF,206.0,6-7(6) 6-0 6-3 7-5,Andy Murray,Tomas Berdych,0.3244795953214377,0,3.0,1,1,0.46153846153846156,13.0
324,US Open,19740828,SF,115.2,7-6 7-6 6-4,Jimmy Connors,Roscoe Tanner,0.32417724963715533,0,1.3333333333333333,0,0,0.625,0.0
325,Wimbledon,19990621,SF,124.0,7-5 7-6(5) 6-2,Andre Agassi,Patrick Rafter,0.32365662084862973,0,2.3333333333333335,1,0,0.7692307692307693,13.0
326,Wimbledon,19870622,SF,134.4,3-6 6-4 7-6 6-4,Ivan Lendl,Stefan Edberg,0.32329660420046097,0,2.0,0,1,0.625,0.0
327,Australian Open,20040119,F,135.0,7-6(3) 6-4 6-2,Roger Federer,Marat Safin,0.3219809044082074,0,2.3333333333333335,1,0,0.6666666666666666,21.0
328,Roland Garros,19790528,F,124.80000000000001,6-3 6-1 6-7 6-4,Bjorn Borg,Victor Pecci,0.3217713758217365,0,2.75,0,2,0.625,0.0
329,Roland Garros,19750604,SF,124.80000000000001,6-4 1-6 7-5 6-4,Bjorn Borg,Adriano Panatta,0.3217713758217365,0,2.75,0,2,0.625,0.0
330,Wimbledon,20100621,SF,138.0,6-3 7-6(9) 6-3,Tomas Berdych,Novak Djokovic,0.3213444036540596,0,2.3333333333333335,1,0,0.6363636363636364,11.0
331,US Open,20190826,SF,155.0,7-6(6) 6-4 6-1,Rafael Nadal,Matteo Berrettini,0.3208418637411423,0,2.6666666666666665,1,0,0.75,16.0
332,Wimbledon,19700622,SF,118.4,6-3 4-6 6-3 6-3,Ken Rosewall,Roger Taylor,0.31905644369503966,0,2.75,0,2,0.625,0.0
333,Roland Garros,19900528,F,118.4,6-3 2-6 6-4 6-4,Andres Gomez,Andre Agassi,0.31905644369503966,0,2.75,0,2,0.625,0.0
334,Wimbledon,19800623,SF,118.4,6-3 3-6 6-3 6-4,John McEnroe,Jimmy Connors,0.31905644369503966,0,2.75,0,2,0.625,0.0
335,US Open,19820831,F,118.4,6-3 6-2 4-6 6-4,Jimmy Connors,Ivan Lendl,0.31905644369503966,0,2.75,0,2,0.625,0.0
336,Wimbledon,19730625,SF,118.4,6-3 3-6 6-3 6-4,Alex Metreveli,Sandy Mayer,0.31905644369503966,0,2.75,0,2,0.625,0.0
337,Roland Garros,20010528,F,192.0,6-7(3) 7-5 6-2 6-0,Gustavo Kuerten,Alex Corretja,0.31867480577136514,0,3.25,1,1,0.6470588235294118,34.0
338,Roland Garros,20140526,SF,154.0,6-3 6-3 3-6 6-3,Novak Djokovic,Ernests Gulbis,0.3171764279006232,0,3.0,0,2,0.5882352941176471,17.0
339,US Open,20160829,SF,187.0,4-6 7-5 6-4 6-2,Stan Wawrinka,Kei Nishikori,0.3159330658242978,0,2.5,0,1,0.6071428571428571,28.0
340,Wimbledon,20030623,SF,116.0,7-6(3) 6-3 6-3,Mark Philippoussis,Sebastien Grosjean,0.31380096474003244,0,2.3333333333333335,1,0,0.7,10.0
341,US Open,20010827,SF,114.0,6-3 7-6(5) 6-3,Pete Sampras,Marat Safin,0.3137697430205754,0,2.3333333333333335,1,0,0.7142857142857143,7.0
342,US Open,20130826,SF,141.0,6-4 7-6(1) 6-2,Rafael Nadal,Richard Gasquet,0.3125412362332451,0,2.3333333333333335,1,0,0.5,10.0
343,Wimbledon,19990621,SF,168.0,3-6 6-4 6-3 6-4,Pete Sampras,Tim Henman,0.3124564444064999,0,2.5,0,1,0.6666666666666666,18.0
344,Roland Garros,19710524,F,134.4,8-6 6-2 2-6 7-5,Jan Kodes,Ilie Nastase,0.31169283061555536,0,3.0,0,2,0.625,0.0
345,Roland Garros,19910527,SF,164.0,7-5 6-3 3-6 6-1,Andre Agassi,Boris Becker,0.31125344830530177,0,3.25,0,2,0.64,25.0
346,Australian Open,20030113,SF,139.0,7-5 2-6 6-3 6-3,Rainer Schuettler,Andy Roddick,0.3100981354500397,0,3.0,0,2,0.5789473684210527,19.0
347,US Open,20030825,F,101.0,6-3 7-6(2) 6-3,Andy Roddick,Juan Carlos Ferrero,0.30916680184410483,0,2.3333333333333335,1,0,0.75,8.0
348,US Open,20130826,F,201.0,6-2 3-6 6-4 6-1,Rafael Nadal,Novak Djokovic,0.3090182062665414,0,3.5,0,2,0.5909090909090909,22.0
349,Roland Garros,19830523,SF,128.0,7-5 6-7 6-3 6-0,Mats Wilander,Jose Higueras,0.30897789848885854,0,3.0,0,2,0.625,0.0
350,US Open,19830830,F,128.0,6-3 6-7 7-5 6-0,Jimmy Connors,Ivan Lendl,0.30897789848885854,0,3.0,0,2,0.625,0.0
351,Wimbledon,19880620,F,131.20000000000002,4-6 7-6 6-4 6-2,Stefan Edberg,Boris Becker,0.3077881947408862,0,2.25,0,1,0.625,0.0
352,Wimbledon,19760621,SF,118.4,6-4 9-8 6-4,Bjorn Borg,Roscoe Tanner,0.3071192798599846,0,1.6666666666666667,0,0,0.625,0.0
353,Roland Garros,19940523,SF,124.80000000000001,6-3 5-7 6-3 6-3,Sergi Bruguera,Jim Courier,0.30664637582173654,0,2.75,0,2,0.42857142857142855,21.0
354,Wimbledon,20030623,SF,103.0,7-6(6) 6-3 6-3,Roger Federer,Andy Roddick,0.3064480235635618,0,2.3333333333333335,1,0,0.7,10.0
355,US Open,20250824,SF,146.0,6-4 7-6(4) 6-2,Carlos Alcaraz,Novak Djokovic,0.3057442905318876,0,2.3333333333333335,1,0,0.375,8.0
356,Roland Garros,20140526,F,211.0,3-6 7-5 6-2 6-4,Rafael Nadal,Novak Djokovic,0.3057394336926582,0,2.75,0,1,0.5263157894736842,19.0
357,Roland Garros,19920525,SF,145.0,6-2 7-6(4) 6-3,Petr Korda,Henri Leconte,0.3055607551438572,0,2.6666666666666665,1,0,0.625,16.0
358,Wimbledon,20190701,SF,169.0,6-2 4-6 6-3 6-2,Novak Djokovic,Roberto Bautista Agut,0.3055560274908221,0,3.25,0,2,0.5384615384615384,13.0
359,Australian Open,20100118,SF,182.0,3-6 6-4 6-4 6-2,Andy Murray,Marin Cilic,0.3052710817040895,0,2.75,0,1,0.68,25.0
360,US Open,20060828,F,145.0,6-2 4-6 7-5 6-1,Roger Federer,Andy Roddick,0.30524682688750393,0,3.25,0,2,0.6666666666666666,24.0
361,Australian Open,20220117,SF,175.0,6-3 6-2 3-6 6-3,Rafael Nadal,Matteo Berrettini,0.3051397378980619,0,3.25,0,2,0.5,10.0
362,Roland Garros,20180528,SF,137.0,7-5 7-6(10) 6-1,Dominic Thiem,Marco Cecchinato,0.30424420159936255,0,2.6666666666666665,1,0,0.6666666666666666,15.0
363,Australian Open,20140113,F,141.0,6-3 6-2 3-6 6-3,Stan Wawrinka,Rafael Nadal,0.3035499943083184,0,3.25,0,2,0.6666666666666666,21.0
364,US Open,19900827,SF,115.2,6-2 6-4 3-6 6-3,Pete Sampras,John McEnroe,0.3035480342354649,0,3.0,0,2,0.625,0.0
365,Australian Open-1,19770101,SF,115.2,6-4 1-6 6-3 6-4,Guillermo Vilas,John Alexander,0.3035480342354649,0,3.0,0,2,0.625,0.0
366,Australian Open-1,19770101,SF,115.2,6-4 3-6 6-4 6-1,Roscoe Tanner,Ken Rosewall,0.3035480342354649,0,3.0,0,2,0.625,0.0
367,Wimbledon,19810622,SF,112.0,7-6 6-4 7-5,John McEnroe,Rod Frawley,0.3034993703577222,0,1.6666666666666667,0,0,0.625,0.0
368,Wimbledon,20150629,SF,127.0,7-5 7-5 6-4,Roger Federer,Andy Murray,0.3009906087253479,0,2.0,0,0,0.7272727272727273,11.0
369,Wimbledon,19970623,SF,104.0,6-2 6-1 7-6(3),Pete Sampras,Todd Woodbridge,0.30050986083838466,0,3.3333333333333335,1,0,0.5714285714285714,14.0
370,US Open,19820831,SF,105.60000000000001,6-4 6-4 7-6,Ivan Lendl,John McEnroe,0.29987946085545975,0,1.6666666666666667,0,0,0.625,0.0
371,Australian Open,19751226,SF,105.60000000000001,6-4 6-4 7-6,John Newcombe,Ray Ruffels,0.29987946085545975,0,1.6666666666666667,0,0,0.625,0.0
372,Australian Open,19710307,SF,105.60000000000001,6-4 6-4 7-6,Arthur Ashe,Robert Lutz,0.29987946085545975,0,1.6666666666666667,0,0,0.625,0.0
373,Wimbledon,19830620,SF,105.60000000000001,7-6 6-4 6-4,John McEnroe,Ivan Lendl,0.29987946085545975,0,1.6666666666666667,0,0,0.625,0.0
374,Australian Open,19731226,SF,105.60000000000001,7-6 6-4 6-4,Jimmy Connors,John Alexander,0.29987946085545975,0,1.6666666666666667,0,0,0.625,0.0
375,US Open,20210830,F,136.0,6-4 6-4 6-4,Daniil Medvedev,Novak Djokovic,0.2995811064629045,0,2.0,0,0,0.6428571428571429,14.0
376,Roland Garros,20230529,SF,204.0,6-3 5-7 6-1 6-1,Novak Djokovic,Carlos Alcaraz,0.2987648873047042,0,3.75,0,2,0.625,24.0
377,Australian Open,19910114,F,170.0,1-6 6-4 6-4 6-4,Boris Becker,Ivan Lendl,0.2978705839665329,0,2.75,0,1,0.65,20.0
378,US Open,19680829,SF,140.8,4-6 8-6 7-5 6-2,Arthur Ashe,Clark Graebner,0.297709649534705,0,2.5,0,1,0.625,0.0
379,Wimbledon,19900625,SF,134.4,4-6 7-6 6-0 7-6,Boris Becker,Goran Ivanisevic,0.29499471740800814,0,2.5,0,1,0.625,0.0
380,US Open,19870901,F,134.4,6-7 6-0 7-6 6-4,Ivan Lendl,Mats Wilander,0.29499471740800814,0,2.5,0,1,0.625,0.0
381,Roland Garros,19860526,SF,134.4,2-6 7-5 7-6 6-3,Mikael Pernfors,Henri Leconte,0.29499471740800814,0,2.5,0,1,0.625,0.0
382,Australian Open,19751226,F,134.4,6-7 6-3 7-6 6-1,Mark Edmondson,John Newcombe,0.29499471740800814,0,2.5,0,1,0.625,0.0
383,Wimbledon,20000626,SF,99.0,7-6(4) 6-2 6-4,Pete Sampras,Vladimir Voltchkov,0.2942855801246478,0,2.3333333333333335,1,0,0.5714285714285714,7.0
384,US Open,19940829,SF,115.2,6-3 4-6 6-2 6-3,Andre Agassi,Todd Martin,0.2939230342354649,0,3.0,0,2,0.5,16.0
385,Roland Garros,19820524,SF,124.80000000000001,7-5 6-2 1-6 7-5,Mats Wilander,Jose-Luis Clerc,0.29346948902928366,0,3.25,0,2,0.625,0.0
386,Wimbledon,20050620,F,101.0,6-2 7-6(2) 6-4,Roger Federer,Andy Roddick,0.2934168018441048,0,2.3333333333333335,1,0,0.5454545454545454,11.0
387,Australian Open,19930118,SF,99.2,7-6(4) 6-4 6-2,Jim Courier,Michael Stich,0.2923987022965935,0,2.3333333333333335,1,0,0.5454545454545454,11.0
388,US Open,19700902,F,128.0,2-6 6-4 7-6 6-3,Ken Rosewall,Tony Roche,0.2922797852813113,0,2.5,0,1,0.625,0.0
389,US Open,19690827,SF,156.8,8-6 6-3 14-12,Rod Laver,Arthur Ashe,0.2911028878169555,0,2.3333333333333335,0,0,0.625,0.0
390,Australian Open,20250113,SF,156.0,7-6(2) 6-2 6-2,Jannik Sinner,Ben Shelton,0.290989550072569,0,3.0,1,0,0.6,20.0
391,Australian Open,19711227,SF,118.4,7-6 6-1 3-6 6-2,Ken Rosewall,Allan Stone,0.29075455690258684,0,3.25,0,2,0.625,0.0
392,US Open,20160829,SF,152.0,6-3 6-2 3-6 6-2,Novak Djokovic,Gael Monfils,0.2899255555586156,0,3.5,0,2,0.6129032258064516,31.0
393,Roland Garros,20010528,SF,130.0,6-4 6-4 6-3,Gustavo Kuerten,Juan Carlos Ferrero,0.28984729455400926,0,2.3333333333333335,0,0,0.8055555555555556,36.0
394,Australian Open,19831129,SF,121.60000000000001,4-6 6-3 6-4 6-3,Mats Wilander,John McEnroe,0.2895648531546145,0,2.5,0,1,0.625,0.0
395,Wimbledon,19940620,SF,99.2,6-2 7-6(6) 6-4,Goran Ivanisevic,Boris Becker,0.2888987022965935,0,2.3333333333333335,1,0,0.5,6.0
396,Wimbledon,20080623,SF,122.0,6-1 7-6(3) 6-4,Rafael Nadal,Rainer Schuettler,0.28842670537010157,0,2.6666666666666665,1,0,0.5714285714285714,14.0
397,Roland Garros,19900528,SF,112.0,6-1 6-4 3-6 6-3,Andre Agassi,Jonas Svensson,0.28803962477589,0,3.25,0,2,0.625,0.0
398,US Open,19940829,F,102.4,6-1 7-6(5) 7-5,Andre Agassi,Michael Stich,0.28664842482711517,0,2.6666666666666665,1,0,0.6923076923076923,13.0
399,US Open,19750827,SF,115.2,7-5 7-5 7-5,Jimmy Connors,Bjorn Borg,0.28644140058055156,0,2.0,0,0,0.625,0.0
400,US Open,20250824,F,164.0,6-2 3-6 6-1 6-4,Carlos Alcaraz,Jannik Sinner,0.2863225049090754,0,3.5,0,2,0.5,12.0
401,Australian Open,20060116,SF,160.0,6-3 5-7 6-0 6-2,Roger Federer,Nicolas Kiefer,0.2855399463249678,0,3.75,0,2,0.6956521739130435,23.0
402,Australian Open,19960115,F,108.80000000000001,6-2 6-4 2-6 6-2,Boris Becker,Michael Chang,0.28456246531631524,0,3.5,0,2,0.78125,32.0
403,Australian Open,19711227,SF,108.80000000000001,6-2 7-6 7-6,Mal Anderson,Alex Metreveli,0.28282149107828913,0,2.0,0,0,0.625,0.0
404,Australian Open,19711227,F,108.80000000000001,7-6 6-3 7-5,Ken Rosewall,Mal Anderson,0.28282149107828913,0,2.0,0,0,0.625,0.0
405,Roland Garros,20190527,F,181.0,6-3 5-7 6-1 6-1,Rafael Nadal,Dominic Thiem,0.28140941576386114,0,3.75,0,2,0.5263157894736842,19.0
406,Australian Open,20180115,SF,138.0,6-2 7-6(4) 6-2,Marin Cilic,Kyle Edmund,0.28080855459745585,0,3.0,1,0,0.6,10.0
407,Wimbledon,19690623,SF,166.4,3-6 6-1 14-12 6-4,John Newcombe,Tony Roche,0.28026749124903955,0,3.0,0,1,0.625,0.0
408,Australian Open,20050117,F,165.0,1-6 6-3 6-4 6-4,Marat Safin,Lleyton Hewitt,0.280180178793693,0,3.0,0,1,0.631578947368421,19.0
409,Wimbledon,19840625,SF,131.20000000000002,6-7 6-3 7-5 6-1,Jimmy Connors,Ivan Lendl,0.2794863079484334,0,2.75,0,1,0.625,0.0
410,US Open,19730829,SF,102.4,6-4 7-6 6-3,John Newcombe,Ken Rosewall,0.27920158157602665,0,2.0,0,0,0.625,0.0
411,US Open,19850827,F,102.4,7-6 6-3 6-4,Ivan Lendl,John McEnroe,0.27920158157602665,0,2.0,0,0,0.625,0.0
412,Roland Garros,19810525,SF,102.4,6-4 6-4 7-5,Bjorn Borg,Victor Pecci,0.27920158157602665,0,2.0,0,0,0.625,0.0
413,Wimbledon,19840625,SF,102.4,6-3 7-6 6-4,John McEnroe,Pat Cash,0.27920158157602665,0,2.0,0,0,0.625,0.0
414,Roland Garros,20090525,F,115.0,6-1 7-6(1) 6-4,Roger Federer,Robin Soderling,0.278967429352002,0,2.6666666666666665,1,0,0.5,8.0
415,Wimbledon,19990621,F,115.0,6-3 6-4 7-5,Pete Sampras,Andre Agassi,0.27856612311107315,0,2.3333333333333335,0,0,0.7692307692307693,13.0
416,Wimbledon,20140623,SF,101.0,6-4 6-4 6-4,Roger Federer,Milos Raonic,0.27840972637240674,0,2.0,0,0,0.625,8.0
417,Wimbledon,19850624,SF,124.80000000000001,2-6 7-6 6-3 6-3,Boris Becker,Anders Jarryd,0.27677137582173655,0,2.75,0,1,0.625,0.0
418,US Open,19710901,F,124.80000000000001,3-6 6-3 6-2 7-6,Stan Smith,Jan Kodes,0.27677137582173655,0,2.75,0,1,0.625,0.0
419,US Open,19900827,SF,124.80000000000001,6-7 6-3 6-2 6-3,Andre Agassi,Boris Becker,0.27677137582173655,0,2.75,0,1,0.625,0.0
420,Wimbledon,19930621,SF,121.60000000000001,4-6 6-4 6-2 6-4,Jim Courier,Stefan Edberg,0.27608985315461454,0,2.5,0,1,0.45,20.0
421,Wimbledon,20110620,SF,179.0,5-7 6-2 6-2 6-4,Rafael Nadal,Andy Murray,0.2759875138734739,0,3.0,0,1,0.5,12.0
422,US Open,20240826,F,136.0,6-3 6-4 7-5,Jannik Sinner,Taylor Fritz,0.27579212930302366,0,2.3333333333333335,0,0,0.5789473684210527,19.0
423,Wimbledon,20100621,F,133.0,6-3 7-5 6-4,Rafael Nadal,Tomas Berdych,0.27571634935541706,0,2.3333333333333335,0,0,0.6,10.0
424,Wimbledon,19780626,SF,96.0,6-4 6-4 6-4,Bjorn Borg,Tom Okker,0.2755816720737642,0,2.0,0,0,0.625,0.0
425,Wimbledon,19750623,F,115.2,6-1 6-1 5-7 6-4,Arthur Ashe,Jimmy Connors,0.27524614744301207,0,3.5,0,2,0.625,0.0
426,US Open,19890828,SF,115.2,7-6 6-1 3-6 6-1,Ivan Lendl,Andre Agassi,0.27524614744301207,0,3.5,0,2,0.625,0.0
427,Roland Garros,20100524,F,138.0,6-4 6-2 6-4,Rafael Nadal,Robin Soderling,0.2750764791257577,0,2.6666666666666665,0,0,0.8,20.0
428,US Open,19880829,SF,118.4,4-6 6-2 6-3 6-4,Ivan Lendl,Andre Agassi,0.27405644369503973,0,2.75,0,1,0.625,0.0
429,Wimbledon,19740624,SF,118.4,4-6 6-2 6-3 6-4,Jimmy Connors,Dick Stockton,0.27405644369503973,0,2.75,0,1,0.625,0.0
430,US Open,19810901,F,118.4,4-6 6-2 6-4 6-3,John McEnroe,Bjorn Borg,0.27405644369503973,0,2.75,0,1,0.625,0.0
431,Australian Open,19920113,SF,126.0,7-6(2) 6-1 6-2,Stefan Edberg,Wayne Ferreira,0.27256199540458576,0,3.3333333333333335,1,0,0.8260869565217391,23.0
432,Australian Open,19970113,SF,114.0,6-1 7-6(3) 6-3,Pete Sampras,Thomas Muster,0.27053389396397165,0,3.0,1,0,0.6428571428571429,14.0
433,Australian Open,20000117,F,139.0,3-6 6-3 6-2 6-4,Andre Agassi,Yevgeny Kafelnikov,0.2686441880816187,0,3.0,0,1,0.625,24.0
434,Roland Garros,19940523,F,115.2,6-3 7-5 2-6 6-1,Sergi Bruguera,Alberto Berasategui,0.2676474632324857,0,3.5,0,2,0.5263157894736842,19.0
435,Australian Open,19990118,SF,113.0,6-3 6-4 7-5,Yevgeny Kafelnikov,Tommy Haas,0.2655887475454623,0,2.3333333333333335,0,0,0.6153846153846154,13.0
436,Australian Open,20160118,SF,139.0,6-1 6-2 3-6 6-3,Novak Djokovic,Roger Federer,0.26452789635447793,0,3.75,0,2,0.5384615384615384,13.0
437,Australian Open,20090119,SF,125.0,6-2 7-5 7-5,Roger Federer,Andy Roddick,0.26387353794928714,0,2.6666666666666665,0,0,0.75,16.0
438,US Open,19970825,SF,122.0,6-3 6-3 6-4,Patrick Rafter,Michael Chang,0.26330905831127804,0,2.6666666666666665,0,0,0.7647058823529411,17.0
439,US Open,19920831,SF,161.0,6-1 3-6 6-2 6-2,Pete Sampras,Jim Courier,0.26224799368223345,0,4.0,0,2,0.5714285714285714,21.0
440,Australian Open,19801226,F,105.60000000000001,7-5 7-6 6-2,Brian Teacher,Kim Warwick,0.262143611798856,0,2.3333333333333335,0,0,0.625,0.0
441,Roland Garros,19770523,SF,105.60000000000001,7-5 6-3 7-5,Brian Gottfried,Phil Dent,0.262143611798856,0,2.3333333333333335,0,0,0.625,0.0
442,US Open,19770831,SF,105.60000000000001,7-5 6-3 7-5,Jimmy Connors,Corrado Barazzutti,0.262143611798856,0,2.3333333333333335,0,0,0.625,0.0
443,Wimbledon,19870622,F,105.60000000000001,7-6 6-2 7-5,Pat Cash,Ivan Lendl,0.262143611798856,0,2.3333333333333335,0,0,0.625,0.0
444,Roland Garros,19830523,F,105.60000000000001,6-2 7-5 7-6,Yannick Noah,Mats Wilander,0.262143611798856,0,2.3333333333333335,0,0,0.625,0.0
445,Roland Garros,20180528,F,162.0,6-4 6-3 6-2,Rafael Nadal,Dominic Thiem,0.26208321523093997,0,3.0,0,0,0.7,20.0
446,Roland Garros,19980525,F,133.0,6-3 7-5 6-3,Carlos Moya,Alex Corretja,0.26198175816044855,0,2.6666666666666665,0,0,0.6666666666666666,24.0
447,US Open,20070827,SF,132.0,6-4 6-4 6-3,Novak Djokovic,David Ferrer,0.2619507384956885,0,2.3333333333333335,0,0,0.42857142857142855,14.0
448,US Open,20170828,F,147.0,6-3 6-3 6-4,Rafael Nadal,Kevin Anderson,0.2613447546410921,0,2.6666666666666665,0,0,0.5555555555555556,9.0
449,US Open,19720830,SF,121.60000000000001,4-6 7-6 6-2 6-1,Ilie Nastase,Tom Gorman,0.26126296636216173,0,3.0,0,1,0.625,0.0
450,Wimbledon,19720626,SF,121.60000000000001,3-6 6-4 6-1 7-5,Stan Smith,Jan Kodes,0.26126296636216173,0,3.0,0,1,0.625,0.0
451,Roland Garros,19980525,SF,165.0,5-7 6-2 6-4 6-2,Carlos Moya,Felix Mantilla,0.26116398446170924,0,3.0,0,1,0.38461538461538464,13.0
452,Roland Garros,20020527,F,150.0,6-1 6-0 4-6 6-3,Albert Costa,Juan Carlos Ferrero,0.26077525247657,0,4.0,0,2,0.6129032258064516,31.0
453,US Open,20040830,SF,119.0,6-4 7-5 6-3,Lleyton Hewitt,Joachim Johansson,0.26009779731921795,0,2.3333333333333335,0,0,0.5,6.0
454,Australian Open,19710307,SF,99.2,6-2 7-6 6-4,Ken Rosewall,Tom Okker,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
455,Australian Open,19690120,F,99.2,6-3 6-4 7-5,Rod Laver,Andres Gimeno,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
456,Australian Open,19721226,SF,99.2,7-6 6-4 6-2,John Newcombe,Patrick Proisy,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
457,Wimbledon,19790625,SF,99.2,6-3 7-6 6-3,Roscoe Tanner,Pat Dupre,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
458,Wimbledon,19860623,F,99.2,6-4 6-3 7-5,Boris Becker,Ivan Lendl,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
459,Roland Garros,19870525,SF,99.2,6-3 6-3 7-6,Ivan Lendl,Miloslav Mecir Sr.,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
460,Australian Open,19870112,SF,99.2,6-2 6-4 7-6,Stefan Edberg,Wally Masur,0.2585237022965935,0,2.3333333333333335,0,0,0.625,0.0
461,US Open,20180827,SF,143.0,6-3 6-4 6-2,Novak Djokovic,Kei Nishikori,0.2582260825803089,0,3.0,0,0,0.7894736842105263,19.0
462,Roland Garros,20040524,SF,146.0,6-3 7-6(5) 6-0,Gaston Gaudio,David Nalbandian,0.257225516946982,0,3.3333333333333335,1,0,0.48,25.0
463,Wimbledon,20070625,SF,104.0,7-5 6-3 6-4,Roger Federer,Richard Gasquet,0.2571136344232903,0,2.3333333333333335,0,0,0.5714285714285714,7.0
464,Australian Open,19731226,SF,105.60000000000001,6-4 6-1 2-6 6-2,Phil Dent,Ross Case,0.25702280585674037,0,3.75,0,2,0.625,0.0
465,Roland Garros,19740603,SF,105.60000000000001,6-4 2-6 6-2 6-1,Bjorn Borg,Harold Solomon,0.25702280585674037,0,3.75,0,2,0.625,0.0
466,US Open,19820831,SF,105.60000000000001,6-1 3-6 6-2 6-3,Jimmy Connors,Guillermo Vilas,0.25702280585674037,0,3.75,0,2,0.625,0.0
467,Roland Garros,19710524,SF,105.60000000000001,6-0 2-6 6-4 6-3,Ilie Nastase,Frank Froehling,0.25702280585674037,0,3.75,0,2,0.625,0.0
468,Australian Open,19751226,SF,105.60000000000001,6-1 2-6 6-2 6-4,Mark Edmondson,Ken Rosewall,0.25702280585674037,0,3.75,0,2,0.625,0.0
469,Australian Open,19940117,SF,92.80000000000001,6-3 6-4 6-4,Pete Sampras,Jim Courier,0.2569961840986789,0,2.3333333333333335,0,0,0.6521739130434783,23.0
470,Roland Garros,20130527,SF,124.0,6-1 7-6(3) 6-2,David Ferrer,Jo-Wilfried Tsonga,0.25682207803295487,0,3.3333333333333335,1,0,0.6363636363636364,22.0
471,Wimbledon,20220627,SF,155.0,2-6 6-3 6-2 6-4,Novak Djokovic,Cameron Norrie,0.25593335277991214,0,3.25,0,1,0.5555555555555556,18.0
472,Roland Garros,20160523,F,183.0,3-6 6-1 6-2 6-4,Novak Djokovic,Andy Murray,0.2557991263268733,0,3.5,0,1,0.5833333333333334,24.0
473,Roland Garros,20070528,SF,148.0,7-5 6-4 6-2,Rafael Nadal,Novak Djokovic,0.25506592105637615,0,2.6666666666666665,0,0,0.4666666666666667,15.0
474,Roland Garros,20120527,SF,125.0,6-4 7-5 6-3,Novak Djokovic,Roger Federer,0.25493590692203344,0,2.3333333333333335,0,0,0.3888888888888889,18.0
475,Wimbledon,19720626,SF,92.80000000000001,6-3 6-4 6-4,Ilie Nastase,Manuel Orantes,0.25490379279433106,0,2.3333333333333335,0,0,0.625,0.0
476,Australian Open,19741226,SF,92.80000000000001,6-4 6-3 6-4,Jimmy Connors,Dick Crealy,0.25490379279433106,0,2.3333333333333335,0,0,0.625,0.0
477,US Open,19890828,SF,92.80000000000001,6-4 6-3 6-4,Boris Becker,Aaron Krickstein,0.25490379279433106,0,2.3333333333333335,0,0,0.625,0.0
478,Roland Garros,19690526,F,92.80000000000001,6-4 6-3 6-4,Rod Laver,Ken Rosewall,0.25490379279433106,0,2.3333333333333335,0,0,0.625,0.0
479,Australian Open,19930118,F,112.0,6-2 6-1 2-6 7-5,Jim Courier,Stefan Edberg,0.2536127379834372,0,3.75,0,2,0.5454545454545454,11.0
480,Wimbledon,20110620,F,148.0,6-4 6-1 1-6 6-3,Novak Djokovic,Rafael Nadal,0.25255089786277357,0,3.75,0,2,0.3333333333333333,12.0
481,US Open,20140825,SF,105.0,6-3 6-4 6-4,Marin Cilic,Roger Federer,0.2521792452830188,0,2.3333333333333335,0,0,0.5,10.0
482,Roland Garros,19980525,SF,142.0,6-3 6-4 6-2,Alex Corretja,Cedric Pioline,0.2514126647030365,0,3.0,0,0,0.7083333333333334,24.0
483,Roland Garros,20040524,SF,167.0,3-6 6-4 6-0 7-5,Guillermo Coria,Tim Henman,0.2503294060730243,0,3.25,0,1,0.4166666666666667,24.0
484,Roland Garros,20220523,SF,112.0,3-6 6-4 6-2 6-2,Casper Ruud,Marin Cilic,0.2494562914425567,0,3.25,0,1,0.7083333333333334,24.0
485,Australian Open,20110117,F,159.0,6-4 6-2 6-3,Novak Djokovic,Andy Murray,0.24848638265175446,0,3.0,0,0,0.5454545454545454,22.0
486,Australian Open,19970113,SF,131.0,7-5 6-2 6-4,Carlos Moya,Michael Chang,0.24801720310765818,0,2.6666666666666665,0,0,0.5,24.0
487,US Open,19980831,F,102.4,6-3 3-6 6-2 6-0,Patrick Rafter,Mark Philippoussis,0.2469546137884699,0,4.0,0,2,0.6956521739130435,23.0
488,Australian Open,20210208,SF,129.0,6-4 6-2 7-5,Daniil Medvedev,Stefanos Tsitsipas,0.24688598138820117,0,2.6666666666666665,0,0,0.5,12.0
