tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-580,Australian Open,Hard,128,G,O,20260123,104,BK92,10,,Alexander Bublik,R,196,KAZ,28.602,10,3065,EA24,,,Tomas Martin Etcheverry,R,196,ARG,26.519,62,895,7-6(4) 7-6(5) 6-4,5,R32,155,21,2,104,67,60,23,0,3,3,10,1,112,75,56,24,0,3,4
2026-580,Australian Open,Hard,128,G,O,20260124,105,D0FJ,22,,Luciano Darderi,R,183,ITA,23.943,25,1599,KE29,15,,Karen Khachanov,R,198,RUS,29.678,18,2320,7-6(5) 3-6 6-3 6-4,5,R32,206,17,4,126,78,59,27,0,2,4,14,4,139,91,64,26,0,5,8
2026-580,Australian Open,Hard,128,G,O,20260124,106,M0EJ,5,,Lorenzo Musetti,R,185,ITA,23.896,5,4105,M0FH,,,Tomas Machac,R,183,CZE,25.281,24,1610,5-7 6-4 6-2 5-7 6-2,5,R32,265,10,5,156,118,79,17,0,10,15,3,3,197,153,88,19,0,18,26
2026-580,Australian Open,Hard,128,G,O,20260124,107,S0AG,2,,Jannik Sinner,R,191,ITA,24.441,2,11500,S0JA,,,Eliot Spizzirri,R,185,USA,24.088,85,725,4-6 6-3 6-4 6-4,5,R32,222,17,4,131,88,56,19,13,10,16,6,3,108,70,46,17,11,3,11
2026-580,Australian Open,Hard,128,G,O,20260124,108,S0S1,8,,Ben Shelton,L,193,USA,23.294,7,4000,VA25,30,,Valentin Vacherot,R,193,MON,27.19,31,1519,6-4 6-4 7-6(5),5,R32,138,15,1,96,63,50,22,0,1,1,12,4,91,63,50,13,0,2,4
2026-580,Australian Open,Hard,128,G,O,20260124,109,FB98,9,,Taylor Fritz,R,196,USA,28.241,9,3840,W367,,,Stan Wawrinka,R,183,SUI,40.827,139,437,7-6(5) 2-6 6-4 6-4,5,R32,165,30,1,120,84,71,18,0,5,7,16,3,114,70,60,24,0,5,7
2026-580,Australian Open,Hard,128,G,O,20260124,110,D643,4,,Novak Djokovic,R,188,SRB,38.678,4,4780,V812,,,Botic van de Zandschulp,R,191,NED,30.308,75,759,6-3 6-4 7-6(4),5,R32,164,11,5,93,61,46,20,14,5,7,15,4,102,62,45,18,11,5,9
2026-580,Australian Open,Hard,128,G,O,20260124,111,M0NI,16,,Jakub Mensik,R,196,CZE,20.397,17,2345,Q02L,,,Ethan Quinn,R,191,USA,21.87,80,733,6-2 7-6(5) 7-6(5),5,R32,154,11,7,102,54,39,28,0,3,6,9,7,107,57,39,23,0,5,10
2026-580,Australian Open,Hard,128,G,O,20260124,112,RH16,12,,Casper Ruud,R,183,NOR,27.091,13,2795,C977,,,Marin Cilic,R,198,CRO,37.322,70,790,6-4 6-4 3-6 7-5,5,R32,185,25,4,123,87,68,15,0,8,10,18,6,123,65,51,31,0,3,7
2026-580,Australian Open,Hard,128,G,O,20260125,113,A0E2,1,,Carlos Alcaraz,R,183,ESP,22.727,1,12050,PL56,19,,Tommy Paul,R,185,USA,28.693,20,2050,7-6(6) 6-4 7-5,5,R16,158,2,0,89,63,50,19,15,1,2,7,5,106,60,50,23,14,7,9
2026-580,Australian Open,Hard,128,G,O,20260125,114,Z355,3,,Alexander Zverev,R,198,GER,28.767,3,5105,C0AU,18,,Francisco Cerundolo,R,185,ARG,27.452,21,2035,6-2 6-4 6-4,5,R16,134,7,2,75,60,48,8,0,1,2,0,0,94,60,39,15,0,3,8
2026-580,Australian Open,Hard,128,G,O,20260125,115,DH58,6,,Alex de Minaur,R,183,AUS,26.938,6,4080,BK92,10,,Alexander Bublik,R,196,KAZ,28.608,10,3065,6-4 6-1 6-1,5,R16,93,5,1,62,38,31,17,0,0,0,6,4,81,54,28,12,0,5,11
2026-580,Australian Open,Hard,128,G,O,20260125,116,T0HA,25,,Learner Tien,L,180,USA,20.148,29,1540,MM58,11,,Daniil Medvedev,R,198,RUS,29.955,12,2910,6-4 6-0 6-3,5,R16,100,5,1,68,45,32,15,0,0,1,6,6,86,59,34,7,0,3,10
2026-580,Australian Open,Hard,128,G,O,20260126,117,M0EJ,5,,Lorenzo Musetti,R,185,ITA,23.901,5,4105,FB98,9,,Taylor Fritz,R,196,USA,28.246,9,3840,6-2 7-5 6-4,5,R16,124,13,2,81,56,47,17,0,2,2,10,1,84,50,32,19,0,5,9
2026-580,Australian Open,Hard,128,G,O,20260126,118,S0AG,2,,Jannik Sinner,R,191,ITA,24.446,2,11500,D0FJ,22,,Luciano Darderi,R,183,ITA,23.948,25,1599,6-1 6-3 7-6(2),5,R16,131,19,0,86,63,51,14,0,6,6,11,5,97,56,41,16,0,4,8
2026-580,Australian Open,Hard,128,G,O,20260128,119,D643,4,,Novak Djokovic,R,188,SRB,38.689,4,4780,M0NI,16,,Jakub Mensik,R,196,CZE,20.397,17,2345,W/O,5,R16,,,,,,,,,,,,,,,,,,,
2026-580,Australian Open,Hard,128,G,O,20260126,120,S0S1,8,,Ben Shelton,L,193,USA,23.299,7,4000,RH16,12,,Casper Ruud,R,183,NOR,27.097,13,2795,3-6 6-4 6-3 6-4,5,R16,,14,4,96,63,52,24,0,2,3,9,6,125,88,59,22,0,8,11
2026-580,Australian Open,Hard,128,G,O,20260127,121,Z355,3,,Alexander Zverev,R,198,GER,28.772,3,5105,T0HA,25,,Learner Tien,L,180,USA,20.153,29,1540,6-3 6-7(5) 6-1 7-6(3),5,QF,193,24,1,133,98,75,21,0,3,3,11,9,133,92,63,19,0,4,7
2026-580,Australian Open,Hard,128,G,O,20260127,122,A0E2,1,,Carlos Alcaraz,R,183,ESP,22.732,1,12050,DH58,6,,Alex de Minaur,R,183,AUS,26.943,6,4080,7-5 6-2 6-1,5,QF,138,1,0,93,51,30,16,6,9,16,5,3,83,48,37,19,12,5,7
2026-580,Australian Open,Hard,128,G,O,20260128,123,D643,4,,Novak Djokovic,R,188,SRB,38.689,4,4780,M0EJ,5,,Lorenzo Musetti,R,185,ITA,23.907,5,4105,4-6 3-6 3-1 RET,5,QF,128,4,1,83,53,31,12,6,6,11,4,2,60,40,24,12,8,3,6
2026-580,Australian Open,Hard,128,G,O,20260128,124,S0AG,2,,Jannik Sinner,R,191,ITA,24.452,2,11500,S0S1,8,,Ben Shelton,L,193,USA,23.305,7,4000,6-3 6-4 6-4,5,QF,145,5,2,91,55,42,23,0,4,4,8,3,102,78,51,10,0,9,12
2026-580,Australian Open,Hard,128,G,O,20260130,125,A0E2,1,,Carlos Alcaraz,R,183,ESP,22.741,1,12050,Z355,3,,Alexander Zverev,R,198,GER,28.78,3,5105,6-4 7-6(5) 6-7(3) 6-7(4) 7-5,5,SF,341,12,5,187,121,89,41,27,5,7,17,4,203,146,105,31,25,10,13
2026-580,Australian Open,Hard,128,G,O,20260130,126,D643,4,,Novak Djokovic,R,188,SRB,38.694,4,4780,S0AG,2,,Jannik Sinner,R,191,ITA,24.457,2,11500,3-6 6-3 4-6 6-4 6-4,5,SF,252,12,3,158,112,80,23,21,16,18,26,2,133,100,80,17,21,5,8
2026-580,Australian Open,Hard,128,G,O,20260201,127,A0E2,1,,Carlos Alcaraz,R,183,ESP,22.746,1,12050,D643,4,,Novak Djokovic,R,188,SRB,38.7,4,4780,2-6 6-2 6-3 7-5,5,F,185,9,2,101,67,52,20,16,4,6,4,2,122,85,57,20,14,12,16
